gs.name,g.name
TNK_IL2-STAT5-signaling,NFIL3
TNK_IL2-STAT5-signaling,DENND5A
TNK_IL2-STAT5-signaling,PRNP
TNK_IL2-STAT5-signaling,AHR
TNK_IL2-STAT5-signaling,CD83
TNK_IL2-STAT5-signaling,IKZF2
TNK_IL2-STAT5-signaling,NRP1
TNK_IL2-STAT5-signaling,CCR4
TNK_IL2-STAT5-signaling,UCK2
TNK_IL2-STAT5-signaling,S100A1
TNK_IL2-STAT5-signaling,CAPN3
TNK_IL2-STAT5-signaling,GSTO1
TNK_IL2-STAT5-signaling,SLC39A8
TNK_IL2-STAT5-signaling,GUCY1B1
TNK_IL2-STAT5-signaling,DCPS
TNK_IL2-STAT5-signaling,IL3RA
TNK_IL2-STAT5-signaling,ITGAV
TNK_IL2-STAT5-signaling,SELL
TNK_IL2-STAT5-signaling,MAFF
TNK_IL2-STAT5-signaling,NDRG1
TNK_IL2-STAT5-signaling,P4HA1
TNK_IL2-STAT5-signaling,SOCS2
TNK_IL2-STAT5-signaling,CD44
TNK_IL2-STAT5-signaling,SPRY4
TNK_IL2-STAT5-signaling,KLF6
TNK_IL2-STAT5-signaling,AGER
TNK_IL2-STAT5-signaling,ICOS
TNK_IL2-STAT5-signaling,XBP1
TNK_IL2-STAT5-signaling,SLC2A3
TNK_IL2-STAT5-signaling,MYO1C
TNK_IL2-STAT5-signaling,GLIPR2
TNK_IL2-STAT5-signaling,GPR65
TNK_IL2-STAT5-signaling,CASP3
TNK_IL2-STAT5-signaling,CD48
TNK_IL2-STAT5-signaling,DRC1
TNK_IL2-STAT5-signaling,IL10RA
TNK_IL2-STAT5-signaling,BCL2
TNK_IL2-STAT5-signaling,LRRC8C
TNK_IL2-STAT5-signaling,HOPX
TNK_IL2-STAT5-signaling,APLP1
TNK_IL2-STAT5-signaling,MXD1
TNK_IL2-STAT5-signaling,CDKN1C
TNK_IL2-STAT5-signaling,BMP2
TNK_IL2-STAT5-signaling,CCNE1
TNK_IL2-STAT5-signaling,ETFBKMT
TNK_IL2-STAT5-signaling,HIPK2
TNK_IL2-STAT5-signaling,GALM
TNK_IL2-STAT5-signaling,IL1R2
TNK_IL2-STAT5-signaling,GBP4
TNK_IL2-STAT5-signaling,SWAP70
TNK_IL2-STAT5-signaling,CDC6
TNK_IL2-STAT5-signaling,CD86
TNK_IL2-STAT5-signaling,IKZF4
TNK_IL2-STAT5-signaling,SERPINC1
TNK_IL2-STAT5-signaling,RHOB
TNK_IL2-STAT5-signaling,PRAF2
TNK_IL2-STAT5-signaling,BMPR2
TNK_IL2-STAT5-signaling,PUS1
TNK_IL2-STAT5-signaling,WLS
TNK_IL2-STAT5-signaling,TLR7
TNK_IL2-STAT5-signaling,GATA1
TNK_IL2-STAT5-signaling,SH3BGRL2
TNK_IL2-STAT5-signaling,IGF2R
TNK_IL2-STAT5-signaling,FAM126B
TNK_IL2-STAT5-signaling,F2RL2
TNK_IL2-STAT5-signaling,SMPDL3A
TNK_IL2-STAT5-signaling,IRF6
TNK_IL2-STAT5-signaling,ENPP1
TNK_IL2-STAT5-signaling,SPP1
TNK_IL2-STAT5-signaling,ENO3
TNK_IL2-STAT5-signaling,RHOH
TNK_IL2-STAT5-signaling,TTC39B
TNK_IL2-STAT5-signaling,ITGAE
TNK_IL2-STAT5-signaling,RORA
TNK_IL2-STAT5-signaling,CST7
TNK_IL2-STAT5-signaling,TNFRSF9
TNK_IL2-STAT5-signaling,IFITM3
TNK_IL2-STAT5-signaling,ECM1
TNK_IL2-STAT5-signaling,LRIG1
TNK_IL2-STAT5-signaling,ST3GAL4
TNK_IL2-STAT5-signaling,COL6A1
TNK_IL2-STAT5-signaling,NCS1
TNK_IL2-STAT5-signaling,CCND2
TNK_IL2-STAT5-signaling,CD81
TNK_IL2-STAT5-signaling,CXCL10
TNK_IL2-STAT5-signaling,TNFRSF18
TNK_IL2-STAT5-signaling,IL13
TNK_IL2-STAT5-signaling,RNH1
TNK_IL2-STAT5-signaling,TWSG1
TNK_IL2-STAT5-signaling,BATF
TNK_IL2-STAT5-signaling,UMPS
TNK_IL2-STAT5-signaling,PLSCR1
TNK_IL2-STAT5-signaling,PLIN2
TNK_IL2-STAT5-signaling,IL4R
TNK_IL2-STAT5-signaling,RRAGD
TNK_IL2-STAT5-signaling,MAP6
TNK_IL2-STAT5-signaling,SLC29A2
TNK_IL2-STAT5-signaling,IRF4
TNK_IL2-STAT5-signaling,CSF2
TNK_IL2-STAT5-signaling,AMACR
TNK_IL2-STAT5-signaling,TGM2
TNK_IL2-STAT5-signaling,ABCB1
TNK_IL2-STAT5-signaling,SLC1A5
TNK_IL2-STAT5-signaling,CA2
TNK_IL2-STAT5-signaling,TNFSF11
TNK_IL2-STAT5-signaling,IL2RG
TNK_IL2-STAT5-signaling,PTGER2
TNK_IL2-STAT5-signaling,FURIN
TNK_IL2-STAT5-signaling,PHLDA1
TNK_IL2-STAT5-signaling,RABGAP1L
TNK_IL2-STAT5-signaling,IFNGR1
TNK_IL2-STAT5-signaling,GADD45B
TNK_IL2-STAT5-signaling,BHLHE40-AS1
TNK_IL2-STAT5-signaling,ODC1
TNK_IL2-STAT5-signaling,MYO1E
TNK_IL2-STAT5-signaling,TIAM1
TNK_IL2-STAT5-signaling,NCOA3
TNK_IL2-STAT5-signaling,ETV4
TNK_IL2-STAT5-signaling,ITIH5
TNK_IL2-STAT5-signaling,P2RX4
TNK_IL2-STAT5-signaling,NOP2
TNK_IL2-STAT5-signaling,IGF1R
TNK_IL2-STAT5-signaling,COCH
TNK_IL2-STAT5-signaling,PIM1
TNK_IL2-STAT5-signaling,BATF3
TNK_IL2-STAT5-signaling,HUWE1
TNK_IL2-STAT5-signaling,SNX9
TNK_IL2-STAT5-signaling,ARL4A
TNK_IL2-STAT5-signaling,SYNGR2
TNK_IL2-STAT5-signaling,SCN9A
TNK_IL2-STAT5-signaling,PNP
TNK_IL2-STAT5-signaling,ITGA6
TNK_IL2-STAT5-signaling,IL18R1
TNK_IL2-STAT5-signaling,TRAF1
TNK_IL2-STAT5-signaling,LTB
TNK_IL2-STAT5-signaling,TNFRSF8
TNK_IL2-STAT5-signaling,PTCH1
TNK_IL2-STAT5-signaling,BCL2L1
TNK_IL2-STAT5-signaling,AHCY
TNK_IL2-STAT5-signaling,CTLA4
TNK_IL2-STAT5-signaling,SOCS1
TNK_IL2-STAT5-signaling,ALCAM
TNK_IL2-STAT5-signaling,LIF
TNK_IL2-STAT5-signaling,MAPKAPK2
TNK_IL2-STAT5-signaling,CDC42SE2
TNK_IL2-STAT5-signaling,PRKCH
TNK_IL2-STAT5-signaling,CYFIP1
TNK_IL2-STAT5-signaling,HK2
TNK_IL2-STAT5-signaling,PENK
TNK_IL2-STAT5-signaling,SYT11
TNK_IL2-STAT5-signaling,FLT3LG
TNK_IL2-STAT5-signaling,SHE
TNK_IL2-STAT5-signaling,SELP
TNK_IL2-STAT5-signaling,PLAGL1
TNK_IL2-STAT5-signaling,PTRH2
TNK_IL2-STAT5-signaling,CAPG
TNK_IL2-STAT5-signaling,EOMES
TNK_IL2-STAT5-signaling,GPX4
TNK_IL2-STAT5-signaling,RGS16
TNK_IL2-STAT5-signaling,TNFRSF1B
TNK_IL2-STAT5-signaling,FAH
TNK_IL2-STAT5-signaling,PHTF2
TNK_IL2-STAT5-signaling,TNFRSF21
TNK_IL2-STAT5-signaling,DHRS3
TNK_IL2-STAT5-signaling,IL2RB
TNK_IL2-STAT5-signaling,PTH1R
TNK_IL2-STAT5-signaling,LCLAT1
TNK_IL2-STAT5-signaling,ANXA4
TNK_IL2-STAT5-signaling,CSF1
TNK_IL2-STAT5-signaling,SNX14
TNK_IL2-STAT5-signaling,IRF8
TNK_IL2-STAT5-signaling,SERPINB6
all_HIS_metabolism,SLC3A1
all_HIS_metabolism,SLC22A1
all_HIS_metabolism,MAOB
all_HIS_metabolism,SLC38A4
all_HIS_metabolism,SLC6A14
all_HIS_metabolism,ALDH3B2
all_HIS_metabolism,SLC38A3
all_HIS_metabolism,ALDH2
all_HIS_metabolism,AOC2
all_HIS_metabolism,ALDH3B1
all_HIS_metabolism,HAL
all_HIS_metabolism,SLC22A2
all_HIS_metabolism,UROC1
all_HIS_metabolism,DDC
all_HIS_metabolism,ALDH3A1
all_HIS_metabolism,HDC
all_HIS_metabolism,HNMT
all_HIS_metabolism,AOC1
all_HIS_metabolism,AOC3
all_HIS_metabolism,SLC22A3
all_HIS_metabolism,CNDP1
all_HIS_metabolism,MAOA
all_HIS_metabolism,FTCD
all_actin-cytoskeleton_regulation,RDX
all_actin-cytoskeleton_regulation,FGF8
all_actin-cytoskeleton_regulation,TIAM2
all_actin-cytoskeleton_regulation,NCKAP1L
all_actin-cytoskeleton_regulation,MYL2
all_actin-cytoskeleton_regulation,NCKAP1
all_actin-cytoskeleton_regulation,IQGAP2
all_actin-cytoskeleton_regulation,SSH1
all_actin-cytoskeleton_regulation,ITGA1
all_actin-cytoskeleton_regulation,PTK2
all_actin-cytoskeleton_regulation,WAS
all_actin-cytoskeleton_regulation,ITGA6
all_actin-cytoskeleton_regulation,PDGFB
all_actin-cytoskeleton_regulation,FN1
all_actin-cytoskeleton_regulation,CYFIP1
all_actin-cytoskeleton_regulation,FGF17
all_actin-cytoskeleton_regulation,FGF3
all_actin-cytoskeleton_regulation,PFN3
all_actin-cytoskeleton_regulation,IQGAP3
all_actin-cytoskeleton_regulation,ACTN1
all_actin-cytoskeleton_regulation,BDKRB2
all_actin-cytoskeleton_regulation,PFN1
all_actin-cytoskeleton_regulation,PIP5K1C
all_actin-cytoskeleton_regulation,TMSB4X
all_actin-cytoskeleton_regulation,PAK4
all_actin-cytoskeleton_regulation,FGF20
all_actin-cytoskeleton_regulation,SSH3
all_actin-cytoskeleton_regulation,FGF11
all_actin-cytoskeleton_regulation,VAV1
all_actin-cytoskeleton_regulation,F2
all_actin-cytoskeleton_regulation,CHRM4
all_actin-cytoskeleton_regulation,WASF2
all_actin-cytoskeleton_regulation,MOS
all_actin-cytoskeleton_regulation,LIMK2
all_actin-cytoskeleton_regulation,ARPC3
all_actin-cytoskeleton_regulation,ARHGEF4
all_actin-cytoskeleton_regulation,ARHGEF6
all_actin-cytoskeleton_regulation,VAV2
all_actin-cytoskeleton_regulation,GNA12
all_actin-cytoskeleton_regulation,ITGA9
all_actin-cytoskeleton_regulation,MYL9
all_actin-cytoskeleton_regulation,ARHGAP35
all_actin-cytoskeleton_regulation,RHOA
all_actin-cytoskeleton_regulation,FGFR3
all_actin-cytoskeleton_regulation,ITGAD
all_actin-cytoskeleton_regulation,PIP4K2A
all_actin-cytoskeleton_regulation,ARPC1B
all_actin-cytoskeleton_regulation,RAC2
all_actin-cytoskeleton_regulation,CSK
all_actin-cytoskeleton_regulation,GNA13
all_actin-cytoskeleton_regulation,ARPC1A
all_actin-cytoskeleton_regulation,ITGA5
all_actin-cytoskeleton_regulation,ITGA2
all_actin-cytoskeleton_regulation,FGF5
all_actin-cytoskeleton_regulation,MYLK
all_actin-cytoskeleton_regulation,DIAPH1
all_actin-cytoskeleton_regulation,PIK3CB
all_actin-cytoskeleton_regulation,EGFR
all_actin-cytoskeleton_regulation,SSH2
all_actin-cytoskeleton_regulation,FGF4
all_actin-cytoskeleton_regulation,ITGAX
all_actin-cytoskeleton_regulation,PAK5
all_actin-cytoskeleton_regulation,ARAF
all_actin-cytoskeleton_regulation,PPP1CA
all_actin-cytoskeleton_regulation,BAIAP2
all_actin-cytoskeleton_regulation,PIK3CA
all_actin-cytoskeleton_regulation,CDC42
all_actin-cytoskeleton_regulation,PDGFC
all_actin-cytoskeleton_regulation,ITGA10
all_actin-cytoskeleton_regulation,PAK1
all_actin-cytoskeleton_regulation,FGD3
all_actin-cytoskeleton_regulation,FGF14
all_actin-cytoskeleton_regulation,DIAPH3
all_actin-cytoskeleton_regulation,ABI2
all_actin-cytoskeleton_regulation,MYH10
all_actin-cytoskeleton_regulation,MYL12A
all_actin-cytoskeleton_regulation,FGFR4
all_actin-cytoskeleton_regulation,PDGFA
all_actin-cytoskeleton_regulation,ITGB5
all_actin-cytoskeleton_regulation,ENAH
all_actin-cytoskeleton_regulation,ITGA3
all_actin-cytoskeleton_regulation,FGF1
all_actin-cytoskeleton_regulation,EGF
all_actin-cytoskeleton_regulation,PAK3
all_actin-cytoskeleton_regulation,MAPK3
all_actin-cytoskeleton_regulation,CRKL
all_actin-cytoskeleton_regulation,MAP2K1
all_actin-cytoskeleton_regulation,SOS1
all_actin-cytoskeleton_regulation,FGF16
all_actin-cytoskeleton_regulation,CHRM5
all_actin-cytoskeleton_regulation,CFL2
all_actin-cytoskeleton_regulation,GNG12
all_actin-cytoskeleton_regulation,PFN4
all_actin-cytoskeleton_regulation,FGF18
all_actin-cytoskeleton_regulation,ROCK1
all_actin-cytoskeleton_regulation,PPP1CB
all_actin-cytoskeleton_regulation,CD14
all_actin-cytoskeleton_regulation,ARPC2
all_actin-cytoskeleton_regulation,ITGAV
all_actin-cytoskeleton_regulation,RAC3
all_actin-cytoskeleton_regulation,WASL
all_actin-cytoskeleton_regulation,EZR
all_actin-cytoskeleton_regulation,MAPK1
all_actin-cytoskeleton_regulation,ARPC5L
all_actin-cytoskeleton_regulation,FGF7
all_actin-cytoskeleton_regulation,ITGB2
all_actin-cytoskeleton_regulation,FGF22
all_actin-cytoskeleton_regulation,RAC1
all_actin-cytoskeleton_regulation,WASF1
all_actin-cytoskeleton_regulation,INSRR
all_actin-cytoskeleton_regulation,PIK3CD
all_actin-cytoskeleton_regulation,ITGB7
all_actin-cytoskeleton_regulation,ITGA8
all_actin-cytoskeleton_regulation,CRK
all_actin-cytoskeleton_regulation,PIK3R2
all_actin-cytoskeleton_regulation,FGF13
all_actin-cytoskeleton_regulation,PDGFRA
all_actin-cytoskeleton_regulation,ITGB6
all_actin-cytoskeleton_regulation,PIP4K2B
all_actin-cytoskeleton_regulation,PIK3R3
all_actin-cytoskeleton_regulation,GSN
all_actin-cytoskeleton_regulation,ITGB1
all_actin-cytoskeleton_regulation,CFL1
all_actin-cytoskeleton_regulation,DIAPH2
all_actin-cytoskeleton_regulation,MRAS
all_actin-cytoskeleton_regulation,MYLPF
all_actin-cytoskeleton_regulation,BCAR1
all_actin-cytoskeleton_regulation,TIAM1
all_actin-cytoskeleton_regulation,APC
all_actin-cytoskeleton_regulation,RAF1
all_actin-cytoskeleton_regulation,RRAS2
all_actin-cytoskeleton_regulation,ITGB8
all_actin-cytoskeleton_regulation,ARPC5
all_actin-cytoskeleton_regulation,TMSB4XP8
all_actin-cytoskeleton_regulation,VAV3
all_actin-cytoskeleton_regulation,PDGFD
all_actin-cytoskeleton_regulation,ITGA11
all_actin-cytoskeleton_regulation,ITGAE
all_actin-cytoskeleton_regulation,PIP4K2C
all_actin-cytoskeleton_regulation,MYH9
all_actin-cytoskeleton_regulation,F2R
all_actin-cytoskeleton_regulation,CHRM3
all_actin-cytoskeleton_regulation,CHRM2
all_actin-cytoskeleton_regulation,ACTN3
all_actin-cytoskeleton_regulation,ACTN2
all_actin-cytoskeleton_regulation,FGF10
all_actin-cytoskeleton_regulation,MYL5
all_actin-cytoskeleton_regulation,FGF2
all_actin-cytoskeleton_regulation,ROCK2
all_actin-cytoskeleton_regulation,FGF12
all_actin-cytoskeleton_regulation,PIP5K1B
all_actin-cytoskeleton_regulation,SCIN
all_actin-cytoskeleton_regulation,MYL10
all_actin-cytoskeleton_regulation,ITGB4
all_actin-cytoskeleton_regulation,ARHGEF1
all_actin-cytoskeleton_regulation,MSN
all_actin-cytoskeleton_regulation,PIK3CG
all_actin-cytoskeleton_regulation,DOCK1
all_actin-cytoskeleton_regulation,FGF19
all_actin-cytoskeleton_regulation,PXN
all_actin-cytoskeleton_regulation,MYH14
all_actin-cytoskeleton_regulation,CYFIP2
all_actin-cytoskeleton_regulation,PAK2
all_actin-cytoskeleton_regulation,SOS2
all_actin-cytoskeleton_regulation,FGFR2
all_actin-cytoskeleton_regulation,ITGAM
all_actin-cytoskeleton_regulation,MYLK3
all_actin-cytoskeleton_regulation,APC2
all_actin-cytoskeleton_regulation,NRAS
all_actin-cytoskeleton_regulation,PIKFYVE
all_actin-cytoskeleton_regulation,ARHGEF12
all_actin-cytoskeleton_regulation,PPP1R12A
all_actin-cytoskeleton_regulation,FGD1
all_actin-cytoskeleton_regulation,LIMK1
all_actin-cytoskeleton_regulation,PIP5K1A
all_actin-cytoskeleton_regulation,CHRM1
all_actin-cytoskeleton_regulation,PIK3R5
all_actin-cytoskeleton_regulation,FGF9
all_actin-cytoskeleton_regulation,RNASE1
all_actin-cytoskeleton_regulation,ITGAL
all_actin-cytoskeleton_regulation,ACTN4
all_actin-cytoskeleton_regulation,FGF6
all_actin-cytoskeleton_regulation,ACTG1
all_actin-cytoskeleton_regulation,ITGA4
all_actin-cytoskeleton_regulation,BRK1
all_actin-cytoskeleton_regulation,ITGB3
all_actin-cytoskeleton_regulation,ITGA2B
all_actin-cytoskeleton_regulation,PDGFRB
all_actin-cytoskeleton_regulation,RRAS
all_actin-cytoskeleton_regulation,MYLK2
all_actin-cytoskeleton_regulation,FGF21
all_actin-cytoskeleton_regulation,IQGAP1
all_actin-cytoskeleton_regulation,ACTB
all_actin-cytoskeleton_regulation,PFN2
all_actin-cytoskeleton_regulation,GIT1
all_actin-cytoskeleton_regulation,BDKRB1
all_actin-cytoskeleton_regulation,PAK6
all_actin-cytoskeleton_regulation,MYL7
all_actin-cytoskeleton_regulation,FGFR1
all_actin-cytoskeleton_regulation,MAP2K2
all_actin-cytoskeleton_regulation,FGF23
all_actin-cytoskeleton_regulation,HRAS
all_actin-cytoskeleton_regulation,TMSB4Y
all_actin-cytoskeleton_regulation,BRAF
all_actin-cytoskeleton_regulation,KRAS
all_actin-cytoskeleton_regulation,SLC9A1
all_actin-cytoskeleton_regulation,INS
all_actin-cytoskeleton_regulation,VCL
all_actin-cytoskeleton_regulation,ARPC4
all_actin-cytoskeleton_regulation,MYL12B
all_actin-cytoskeleton_regulation,PIK3R1
all_actin-cytoskeleton_regulation,ITGA7
all_actin-cytoskeleton_regulation,PPP1CC
all_actin-cytoskeleton_regulation,ARHGEF7
all_lactate_production,SLC16A1
all_lactate_production,SLC16A4
all_lactate_production,BSG
all_lactate_production,LDHA
all_lactate_production,LDHB
all_lactate_production,LDHC
all_lactate_production,SLC16A8
all_lactate_production,EMB
all_lactate_production,SLC16A7
all_lactate_production,LDHD
all_SASP,CCL25
all_SASP,CXCL2
all_SASP,IL6ST
all_SASP,IL15
all_SASP,MMP1
all_SASP,FGF2
all_SASP,CXCL11
all_SASP,IL7
all_SASP,CXCL3
all_SASP,CCL16
all_SASP,NGF
all_SASP,ANG
all_SASP,VEGFA
all_SASP,MMP10
all_SASP,CCL1
all_SASP,CCL11
all_SASP,SERPINB2
all_SASP,CCL26
all_SASP,EREG
all_SASP,CXCL8
all_SASP,PF4
all_SASP,IL13
all_SASP,MMP14
all_SASP,IGFBP7
all_SASP,PLAU
all_SASP,CCL7
all_SASP,IGFBP2
all_SASP,IGFBP4
all_SASP,MMP13
all_SASP,PLAUR
all_SASP,CXCL5
all_SASP,IGFBP6
all_SASP,FGF7
all_SASP,TNFRSF1A
all_SASP,CXCL13
all_SASP,CCL8
all_SASP,CCL2
all_SASP,MMP3
all_SASP,TIMP2
all_SASP,CXCL6
all_SASP,CCL13
all_SASP,TIMP1
all_SASP,EGF
all_SASP,HGF
all_SASP,IL1A
all_SASP,TNFRSF1B
all_SASP,CXCL1
all_SASP,AREG
all_SASP,IGFBP3
all_SASP,TNFRSF10C
all_SASP,CCL3
all_SASP,IL1B
all_SASP,TNFRSF11B
all_SASP,IFNG
all_SASP,SERPINE1
all_SASP,KITLG
all_SASP,TNFSF11
all_SASP,MIF
all_SASP,CCN2
all_SASP,CXCR2
all_SASP,PLAT
all_SASP,IL6
all_SASP,CXCL12
all_SASP,MMP12
all_SASP,MMP9
all_SASP,CCL20
all_SASP,MMP7
Mac_CSF1_response,ANKHD1
Mac_CSF1_response,TLR7
Mac_CSF1_response,MMUT
Mac_CSF1_response,PHOSPHO2
Mac_CSF1_response,UBE2D3
Mac_CSF1_response,CMPK1
Mac_CSF1_response,DUS1L
Mac_CSF1_response,C4orf33
Mac_CSF1_response,EFCAB14
Mac_CSF1_response,MID1
Mac_CSF1_response,EXOSC1
Mac_CSF1_response,SS18L2
Mac_CSF1_response,YIPF5
Mac_CSF1_response,KATNBL1
Mac_CSF1_response,RNASE6
Mac_CSF1_response,RPL39L
Mac_CSF1_response,TEX30
all_eicosanoid_metabolism,CYP4F12
all_eicosanoid_metabolism,MGST3
all_eicosanoid_metabolism,SLCO4A1
all_eicosanoid_metabolism,TBXAS1
all_eicosanoid_metabolism,CYP4F8
all_eicosanoid_metabolism,CBR1
all_eicosanoid_metabolism,PTGDS
all_eicosanoid_metabolism,SLCO2A1
all_eicosanoid_metabolism,PTGS2
all_eicosanoid_metabolism,SLC22A2
all_eicosanoid_metabolism,SLC22A1
all_eicosanoid_metabolism,AL807752.7
all_eicosanoid_metabolism,MGST2
all_eicosanoid_metabolism,LTC4S
all_eicosanoid_metabolism,HPGDS
all_eicosanoid_metabolism,SLCO1B3
all_eicosanoid_metabolism,PTGES
all_eicosanoid_metabolism,AKR1C4
all_eicosanoid_metabolism,SLC22A3
all_eicosanoid_metabolism,SLCO1A2
all_eicosanoid_metabolism,ALOX12B
all_eicosanoid_metabolism,AKR1B1
all_eicosanoid_metabolism,PTGES2
all_eicosanoid_metabolism,SLCO3A1
all_eicosanoid_metabolism,ALOX15B
all_eicosanoid_metabolism,PTGS1
all_eicosanoid_metabolism,ALOX15
all_eicosanoid_metabolism,SLCO1B1
all_eicosanoid_metabolism,FADS1
all_eicosanoid_metabolism,PTGIS
all_eicosanoid_metabolism,AKR1A1
all_eicosanoid_metabolism,CYP4F2
all_eicosanoid_metabolism,LTA4H
all_eicosanoid_metabolism,CYP4F3
all_eicosanoid_metabolism,ABCC4
all_eicosanoid_metabolism,ALOX5
all_eicosanoid_metabolism,ALOX12
all_eicosanoid_metabolism,SLCO2B1
all_riboflavin_metabolism,ENPP1
all_riboflavin_metabolism,ACP1
all_riboflavin_metabolism,TYR
all_riboflavin_metabolism,RFK
all_riboflavin_metabolism,FLAD1
all_riboflavin_metabolism,ACP2
leuko_ROS_production,GPX7
leuko_ROS_production,GPX8
leuko_ROS_production,GPX3
leuko_ROS_production,GPX5
leuko_ROS_production,SOD2
leuko_ROS_production,VCAN
leuko_ROS_production,GPX4
leuko_ROS_production,GPX1
leuko_ROS_production,GPX2
leuko_ROS_production,GPX6
all_GPI-anchor_synthesis,PIGZ
all_GPI-anchor_synthesis,PIGT
all_GPI-anchor_synthesis,PIGM
all_GPI-anchor_synthesis,PIGB
all_GPI-anchor_synthesis,GPAA1
all_GPI-anchor_synthesis,PIGV
all_GPI-anchor_synthesis,PIGF
all_GPI-anchor_synthesis,PIGK
all_GPI-anchor_synthesis,PIGP
all_GPI-anchor_synthesis,PIGO
all_GPI-anchor_synthesis,PGAP1
all_GPI-anchor_synthesis,PIGX
all_GPI-anchor_synthesis,DPM2
all_GPI-anchor_synthesis,PIGQ
all_GPI-anchor_synthesis,PIGL
all_GPI-anchor_synthesis,PIGN
all_GPI-anchor_synthesis,PIGG
all_GPI-anchor_synthesis,PIGS
all_GPI-anchor_synthesis,PIGC
all_GPI-anchor_synthesis,PIGW
all_GPI-anchor_synthesis,PIGH
all_GPI-anchor_synthesis,PIGA
all_cholesterol_metabolism,DHCR7
all_cholesterol_metabolism,CYP51A1
all_cholesterol_metabolism,ABCA1
all_cholesterol_metabolism,HMGCR
all_cholesterol_metabolism,LCAT
all_cholesterol_metabolism,IDI2
all_cholesterol_metabolism,IDI1
all_inositol-phosphate_metabolism,IMPA2
all_inositol-phosphate_metabolism,SLC5A3
all_inositol-phosphate_metabolism,SLC5A11
all_inositol-phosphate_metabolism,SLC2A13
all_inositol-phosphate_metabolism,ISYNA1
all_inositol-phosphate_metabolism,IPMK
all_inositol-phosphate_metabolism,PI4K2A
all_inositol-phosphate_metabolism,IMPA1
all_inositol-phosphate_metabolism,MIOX
all_unfolded-protein-response,PDIA6
all_unfolded-protein-response,ERN1
all_unfolded-protein-response,IARS1
all_unfolded-protein-response,DKC1
all_unfolded-protein-response,SLC7A5
all_unfolded-protein-response,EXOC2
all_unfolded-protein-response,EXOSC4
all_unfolded-protein-response,EIF2S1
all_unfolded-protein-response,SLC30A5
all_unfolded-protein-response,MTREX
all_unfolded-protein-response,CEBPG
all_unfolded-protein-response,EXOSC10
all_unfolded-protein-response,ATP6V0D1
all_unfolded-protein-response,SPCS1
all_unfolded-protein-response,IGFBP1
all_unfolded-protein-response,DNAJC3
all_unfolded-protein-response,SLC1A4
all_unfolded-protein-response,ARFGAP1
all_unfolded-protein-response,DCP2
all_unfolded-protein-response,CNOT2
all_unfolded-protein-response,TUBB2A
all_unfolded-protein-response,H2AX
all_unfolded-protein-response,CNOT4
all_unfolded-protein-response,HERPUD1
all_unfolded-protein-response,TTC37
all_unfolded-protein-response,IMP3
all_unfolded-protein-response,ASNS
all_unfolded-protein-response,PAIP1
all_unfolded-protein-response,EXOSC2
all_unfolded-protein-response,CXXC1
all_unfolded-protein-response,ZBTB17
all_unfolded-protein-response,XPOT
all_unfolded-protein-response,PSAT1
all_unfolded-protein-response,SEC11A
all_unfolded-protein-response,POP4
all_unfolded-protein-response,KDELR3
all_unfolded-protein-response,HSP90B1
all_unfolded-protein-response,NOLC1
all_unfolded-protein-response,HYOU1
all_unfolded-protein-response,DCP1A
all_unfolded-protein-response,EEF2
all_unfolded-protein-response,EXOSC5
all_unfolded-protein-response,WFS1
all_unfolded-protein-response,EIF4E
all_unfolded-protein-response,DNAJA4
all_unfolded-protein-response,SSR1
all_unfolded-protein-response,NABP1
all_unfolded-protein-response,EDEM1
all_unfolded-protein-response,EXOSC9
all_unfolded-protein-response,YWHAZ
all_unfolded-protein-response,RRP9
all_unfolded-protein-response,SHC1
all_unfolded-protein-response,CHAC1
all_unfolded-protein-response,EDC4
all_unfolded-protein-response,GEMIN4
all_unfolded-protein-response,ALDH18A1
all_unfolded-protein-response,DNAJB9
all_unfolded-protein-response,CALR
all_unfolded-protein-response,SPCS3
all_unfolded-protein-response,LSM1
all_unfolded-protein-response,FKBP14
all_unfolded-protein-response,EXOSC1
all_unfolded-protein-response,EIF4A3
all_unfolded-protein-response,KHSRP
all_unfolded-protein-response,NOP56
all_unfolded-protein-response,RPS14
all_unfolded-protein-response,LSM4
all_unfolded-protein-response,NOP14
all_unfolded-protein-response,TSPYL2
all_unfolded-protein-response,DDX10
all_unfolded-protein-response,EIF4EBP1
all_unfolded-protein-response,BANF1
all_unfolded-protein-response,NHP2
all_unfolded-protein-response,BAG3
all_unfolded-protein-response,CEBPB
all_unfolded-protein-response,PREB
all_unfolded-protein-response,SEC31A
all_unfolded-protein-response,CKS1B
all_unfolded-protein-response,IFIT1
all_unfolded-protein-response,PDIA5
all_unfolded-protein-response,HSPA5
all_unfolded-protein-response,GOSR2
all_unfolded-protein-response,SERP1
all_unfolded-protein-response,ATF4
all_unfolded-protein-response,KIF5B
all_unfolded-protein-response,EIF4G1
all_unfolded-protein-response,HSPA9
all_unfolded-protein-response,DDIT4
all_unfolded-protein-response,NFYA
all_unfolded-protein-response,ATF3
all_unfolded-protein-response,ERO1A
all_unfolded-protein-response,SDAD1
all_unfolded-protein-response,SRPRA
all_unfolded-protein-response,SRPRB
all_unfolded-protein-response,PARN
all_unfolded-protein-response,XBP1
all_unfolded-protein-response,STC2
all_unfolded-protein-response,NPM1
all_unfolded-protein-response,EIF4A2
all_unfolded-protein-response,VEGFA
all_unfolded-protein-response,CNOT6
